timestamp, ecg_measurement
0, 1.6720595372917004
1, 1.5458663646659117
2, 1.6574987866041093
3, 1.871056463355444
4, 1.7480990131046756
5, 1.4431321792590195
6, 1.6502184112603138
7, 2.0522569163565767
8, 1.8241384889176508
9, 1.8467885455427924
10, 1.8273742112926712
11, 1.769940139136062
12, 1.6914738715418216
13, 1.6138165345413364
14, 1.5766057272286038
15, 1.679339912635496
16, 1.8880440058243002
17, 1.9009868953243811
18, 1.826565280698916
19, 1.8168581135738553
20, 1.7197864423232487
21, 1.463355444102896
22, 1.8047241546675294
23, 1.9592298980747451
24, 2.015855039637599
25, 1.9357709108558485
26, 1.8370813784177318
27, 1.8864261446367903
28, 1.8928975893868305
29, 1.8605403656366284
30, 1.841934961980262
31, 1.7262578870732892
32, 1.3274551043520466
33, 1.5393949199158712
34, 1.8775279081054845
35, 1.799061640511244
36, 1.7845008898236532
37, 1.3509140915709432
38, 1.6146254651350913
39, 1.7561883190422263
40, 1.623523701666397
41, 1.9786442323248665
42, 1.9042226176994015
43, 1.4819608477592623
44, 1.6866202879792913
45, 1.8014884322925093
46, 2.417084614140107
47, 2.7673515612360458
48, 1.969745995793561
49, 1.477916194790487
50, 1.4811519171655072
51, 1.4293803591651837
52, 1.6008736450412555
53, 1.9325351884808284
54, 1.708461414010678
55, 1.6469826888852936
56, 1.8524510596990778
57, 1.7739847921048375
58, 1.5976379226662352
59, 1.6405112441352532
60, 1.6550719948228443
61, 1.955994175699725
62, 2.144475004044653
63, 1.4754894030092218
64, 1.7068435528231678
65, 2.2836110661705225
66, 1.7513347354796958
67, 1.2708299627891926
68, 1.8152402523863453
69, 1.6712506066979453
70, 2.1218249474195114
71, 2.216469826888853
72, 1.5911664779161947
73, 1.5571913929784824
74, 2.0255622067626597
75, 2.1024106131693903
76, 1.826565280698916
77, 1.522407377447015
78, 1.7011810386668824
79, 2.0943213072318394
80, 1.8662028797929138
81, 1.5013751820093837
82, 1.8241384889176508
83, 2.431645364827698
84, 1.7424364989483903
85, 1.6858113573855362
86, 1.8217116971363856
87, 1.3509140915709432
88, 1.9624656204497655
